Store Number,Equipment,Quantity,Repair,Replace,Notes
1362,"Post Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",1,0,0,Good Condition
1362,Oil Tanks (Leaking),4,0,0,Good Condition
1362,"Oil Tank Hoses (Leaking, Cracked, Worn)",4,0,0,Good Condition
1362,Oil Tanks (Not In Use),1,0,0,Good Condition
1362,Trash Cans,3,0,0,Good Condition
1362,Water Bibb cocks (washer/coolant),2,0,0,Good Condition
1362,"Washer Fluid pump/hoses (Operational, Leaks, Cracks)",1,0,0,Good Condition
1362,Coolant pump/hoses (Operational),0,0,0,Good Condition
1362,"Air Regulators (Operational, Leaks)",5,0,0,Good Condition
1362,"Air hoses (Operational, Leaks, Cracks)",3,0,0,Good Condition
1362,"Water Separators (Operational, Leaks)",1,0,0,Good Condition
1362,Lower Bay Mop Sink Lift Pump (Operational),0,1,0,Missing pump in a sump
1369,Transmission Machine ,1,0,0,
1369,Tire Machines,0,0,0,
1369,Tire Balancer,0,0,0,
1369,Radiator Machine,1,0,0,
1369,Oil Evacuator,1,0,0,
1369,Differential EVAC machine,1,0,0,
1369,BFE EVAC Machine,1,0,0,
1369,A/C machine,0,0,0,
1369,Sump EVAC Machine ,3,0,0,
1369,"Oil sumps (leaking, roller condition)",3,0,0,
1369,"Compressors (Operational, Down Time)",1,1,0,LEAKING FROM MOTOR (AIR)
1369,"Oil Pumps (Operational,  Down Time)",5,1,0,NEEDS WATER SEPERATOR (PZGD 520/530 & PZ520)
1369,"Oil Pump Hoses (Leaking, Cracked, Worn)",5,0,0,
1369,"Oil Guns (Leaking, Screen operational)",10,0,1,5 NEEDS REPLACEMENT (DAMAGED SCREEN)
1369,"Oil Gun Hoses (Leaking, Cracked, Worn)",10,0,1,PZ530 HOSE LEAKING
1369,Grease Gun (Leaking),1,0,1,NO LONGER FUNCTIONAL
1369,"Floor Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",3,1,1,BAY 2 - PNEUMATIC LOCKS FREEZE / LOSE AIR
1369,"Post Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",0,0,0,
1369,Oil Tanks (Leaking),5,1,1,2 LEAKING -PZGD 520& PZDG530
1369,"Oil Tank Hoses (Leaking, Cracked, Worn)",5,1,1,ALL HOSES ARE LEAKING
1369,Oil Tanks (Not In Use),1,,,
1369,Trash Cans ,7,0,1,6 TRASH CANS & ONE DUMPSTER (ALL CANS WORN)
1369,Water Bibb cocks (washer/coolant),1,0,1,MISSING ON BAY 3.
1369,"Washer Fluid pump/hoses (Operational, Leaks, Cracks)",1,0,0,
1369,Coolant pump/hoses (Operational),1,0,0,
1369,"Air Regulators (Operational, Leaks)",2,0,0,
1369,"Air hoses (Operational, Leaks, Cracks)",5,1,1,CRACKED / LEAKS ON BAY 2 & 3
1369,"Water Separators (Operational, Leaks)",1,0,0,
1369,Lower Bay Mop Sink Lift Pump (Operational),1,0,0,
1374,Transmission Machine,1,0,0,
1374,Tire Machines,0,0,0,
1374,Tire Balancer,0,0,0,
1374,Radiator Machine,1,0,0,
1374,Oil Evacuator,1,0,0,
1374,Differential EVAC machine,1,0,0,
1374,BFE EVAC Machine,1,0,0,
1374,A/C machine,0,0,0,Do not have a machine
1374,Sump EVAC Machine,1,0,0,
1374,"Oil sumps (leaking, roller condition)",1,0,0,
1374,"Compressors (Operational, Down Time)",1,0,0,
1374,"Oil Pumps (Operational,  Down Time)",5,0,0,
1374,"Oil Pump Hoses (Leaking, Cracked, Worn)",5,0,0,
1374,"Oil Guns (Leaking, Screen operational)",5,0,0,
1374,"Oil Gun Hoses (Leaking, Cracked, Worn)",5,0,0,
1374,Grease Gun (Leaking),2,0,0,
1374,"Floor Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",2,0,0,
1374,"Post Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",0,0,0,
1374,Oil Tanks (Leaking),0,0,0,
1374,"Oil Tank Hoses (Leaking, Cracked, Worn)",5,0,0,
1374,Oil Tanks (Not In Use),0,0,0,
1374,Trash Cans,4,0,0,
1374,Water Bibb cocks (washer/coolant),1,0,0,
1374,"Washer Fluid pump/hoses (Operational, Leaks, Cracks)",1,0,0,
1374,Coolant pump/hoses (Operational),1,0,0,
1374,"Air Regulators (Operational, Leaks)",1,0,0,
1374,"Air hoses (Operational, Leaks, Cracks)",3,0,0,
1374,"Water Separators (Operational, Leaks)",1,0,0,
1374,Lower Bay Mop Sink Lift Pump (Operational),,0,0,Mop sink in backroom.
1391,Transmission Machine,1,0,0,New this year
1391,Tire Machines,0,,,
1391,Tire Balancer,0,,,
1391,Radiator Machine,1,0,0,New this year
1391,Oil Evacuator,1,0,0,New  this year
1391,Differential EVAC machine,0,,,Same as oil evacuator
1391,BFE EVAC Machine,1,0,0,New this year
1391,A/C machine,0,,,
1391,Sump EVAC Machine,0,,,
1391,"Oil sumps (leaking, roller condition)",2,0,0,"Drain pans are old but functional, wheels are ok, no leaks from the pans, connection to wast oil tank drips"
1391,"Compressors (Operational, Down Time)",1,0,0,
1391,"Oil Pumps (Operational,  Down Time)",4,0,0,
1391,"Oil Pump Hoses (Leaking, Cracked, Worn)",4,0,,"Minor leaks, no drips"
1391,"Oil Guns (Leaking, Screen operational)",4,1,,"All 5 guns need to be replaced, they do not register volume, must be pumped into container before adding to vehicles"
1391,"Oil Gun Hoses (Leaking, Cracked, Worn)",4,1,,"All gun hoses have leaks, no major leaks, all should be replaced eventually"
1391,Grease Gun (Leaking),1,1,1,"No hydraulic grease guns, only hand guns"
1391,"Floor Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",2,1,,Both bay locks don't always disengage and sometimes one side or the other does't want to lower all the way.
1391,"Post Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",0,,,
1391,Oil Tanks (Leaking),6,0,0,"5 new oil, 1 waste oil"
1391,"Oil Tank Hoses (Leaking, Cracked, Worn)",11,0,0,"Minor leaks, no drips"
1391,Oil Tanks (Not In Use),0,,,
1391,Trash Cans,10,0,0,
1391,Water Bibb cocks (washer/coolant),1,0,0,
1391,"Washer Fluid pump/hoses (Operational, Leaks, Cracks)",1,0,0,
1391,Coolant pump/hoses (Operational),0,0,0,"Coolant is in a plastic tank, no pump only drain spigot on the bottom to fill secondary containers"
1391,"Air Regulators (Operational, Leaks)",5,0,1,2 leak minor air
1391,"Air hoses (Operational, Leaks, Cracks)",1,0,0,
1391,"Water Separators (Operational, Leaks)",1,0,0,
1391,Lower Bay Mop Sink Lift Pump (Operational),0,0,0,No sink for mops in lower bay
1437,Transmission Machine,1,0,,
1437,Tire Machines,0,,,
1437,Tire Balancer,0,,,
1437,Radiator Machine,1,0,,
1437,Oil Evacuator,1,0,,
1437,Differential EVAC machine,1,0,,
1437,BFE EVAC Machine,1,0,,
1437,A/C machine,,,,
1437,Sump EVAC Machine, ,,,
1437,"Oil sumps (leaking, roller condition)",1,0,,
1437,"Compressors (Operational, Down Time)",1,0,,
1437,"Oil Pumps (Operational,  Down Time)",4,0,,
1437,"Oil Pump Hoses (Leaking, Cracked, Worn)",4,1,,Leaking from base connect of oil gun to hose
1437,"Oil Guns (Leaking, Screen operational)",4,1,,Leaking from base connect of oil gun to hose
1437,"Oil Gun Hoses (Leaking, Cracked, Worn)",4,1,,Leaking from base connect of oil gun to hose
1437,Grease Gun (Leaking),0,0,0,
1437,"Floor Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",0,0,0,
1437,"Post Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",0,0,0,
1437,Oil Tanks (Leaking),9,0,0,No Leaks
1437,"Oil Tank Hoses (Leaking, Cracked, Worn)",4,0,0,
1437,Oil Tanks (Not In Use),4,0,0,To be Removed From Store
1437,Trash Cans,8,0,0,
1437,Water Bibb cocks (washer/coolant),2,0,,
1437,"Washer Fluid pump/hoses (Operational, Leaks, Cracks)",1,0,,
1437,Coolant pump/hoses (Operational),1,0,,
1437,"Air Regulators (Operational, Leaks)",3,0,,
1437,"Air hoses (Operational, Leaks, Cracks)",3,0,,
1437,"Water Separators (Operational, Leaks)",1,0,,
1437,Lower Bay Mop Sink Lift Pump (Operational),1,0,,
1438,Transmission Machine ,1,0,0,
1438,Tire Machines,0,0,0,
1438,Tire Balancer,0,0,0,
1438,Radiator Machine,1,0,0,
1438,Oil Evacuator,1,0,1,Not pulling fluids
1438,Differential EVAC machine,1,0,0,
1438,BFE EVAC Machine,1,0,0,
1438,A/C machine,0,0,0,
1438,Sump EVAC Machine ,1,0,0,
1438,"Oil sumps (leaking, roller condition)",2,1,0,Bay 2 falls off tracks
1438,"Compressors (Operational, Down Time)",1,0,0,
1438,"Oil Pumps (Operational,  Down Time)",3,1,0,530 oil pump down
1438,"Oil Pump Hoses (Leaking, Cracked, Worn)",3,0,0,
1438,"Oil Guns (Leaking, Screen operational)",3,0,0,
1438,"Oil Gun Hoses (Leaking, Cracked, Worn)",1,0,0,
1438,Grease Gun (Leaking),1,0,0,
1438,"Floor Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",1,0,0,
1438,"Post Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",1,0,0,
1438,Oil Tanks (Leaking),1,0,0,
1438,"Oil Tank Hoses (Leaking, Cracked, Worn)",1,0,0,
1438,Oil Tanks (Not In Use),1,0,0,
1438,Trash Cans ,2,0,1,"Both worn, cracked"
1438,Water Bibb cocks (washer/coolant),1,0,0,
1438,"Washer Fluid pump/hoses (Operational, Leaks, Cracks)",1,0,0,
1438,Coolant pump/hoses (Operational),0,0,0,
1438,"Air Regulators (Operational, Leaks)",2,0,0,
1438,"Air hoses (Operational, Leaks, Cracks)",3,0,0,
1438,"Water Separators (Operational, Leaks)",0,0,0,
1438,Lower Bay Mop Sink Lift Pump (Operational),0,0,0,
1439,Transmission Machine ,,,,NEED 
1439,Tire Machines,1,0,0,
1439,Tire Balancer,1,0,0,
1439,Radiator Machine,,,,NEED 
1439,Oil Evacuator,1,0,0,
1439,Differential EVAC machine,1,0,1,MISSING ATTACHMENTS
1439,BFE EVAC Machine,1,0,1,OLD MISSING ATTACHMENTS
1439,A/C machine,,0,1,
1439,Sump EVAC Machine ,,,,
1439,"Oil sumps (leaking, roller condition)",4,0,0,
1439,"Compressors (Operational, Down Time)",1,0,0,
1439,"Oil Pumps (Operational,  Down Time)",5,1,0,LEAKING LOSING PRIME POSSIBLE REPLACE/REBUILD
1439,"Oil Pump Hoses (Leaking, Cracked, Worn)",5,0,0,
1439,"Oil Guns (Leaking, Screen operational)",8,0,1,GAUGES NOT WORKING
1439,"Oil Gun Hoses (Leaking, Cracked, Worn)",8,0,0,
1439,Grease Gun (Leaking),4,,,ABANDONED
1439,"Floor Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",3,0,0,
1439,"Post Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",,,,
1439,Oil Tanks (Leaking),,,,
1439,"Oil Tank Hoses (Leaking, Cracked, Worn)",,,,
1439,Oil Tanks (Not In Use),,,,
1439,Trash Cans ,8,0,0,
1439,Water Bibb cocks (washer/coolant),2,0,0,
1439,"Washer Fluid pump/hoses (Operational, Leaks, Cracks)",2,1,0,1 HOSE NOT WORKING
1439,Coolant pump/hoses (Operational),,,,COOLANT IN 55 GAL DRUM
1439,"Air Regulators (Operational, Leaks)",6,0,0,
1439,"Air hoses (Operational, Leaks, Cracks)",6,0,0,
1439,"Water Separators (Operational, Leaks)",4,0,0,
1439,Lower Bay Mop Sink Lift Pump (Operational),,,,
1441,Transmission Machine,0,,,NEED
1441,Tire Machines,1,,,
1441,Tire Balancer,1,,,
1441,Radiator Machine,0,,,NEED
1441,Oil Evacuator,1,1,1,Does not Work RECOMMEND REPLACED
1441,Differential EVAC machine,0,0,1,NEED
1441,BFE EVAC Machine,1,,1,Does not Hold Suction
1441,A/C machine,0,,,
1441,Sump EVAC Machine,0,,,
1441,"Oil sumps (leaking, roller condition)",0,0,0,
1441,"Compressors (Operational, Down Time)",1,0,0,
1441,"Oil Pumps (Operational,  Down Time)",3,0,1,2 Hissing leak air and cause compressor to run
1441,"Oil Pump Hoses (Leaking, Cracked, Worn)",6,0,0,
1441,"Oil Guns (Leaking, Screen operational)",6,1,0,Some of the meters do not reset all the time. The meters are not accurate. They also drip oil even when closed
1441,"Oil Gun Hoses (Leaking, Cracked, Worn)",6,0,0,
1441,Grease Gun (Leaking),0,,,
1441,"Floor Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",2,0,1,END OF LIFE REPLACEMENT NEEDED Both lifts were red tagged in 2021/early 2022. They both have been services but continue to lift crooked. Nearly making the car fall off sideways when lifting vehicle
1441,"Post Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",0,,,
1441,Oil Tanks (Leaking),0,,,
1441,"Oil Tank Hoses (Leaking, Cracked, Worn)",0,,,
1441,Oil Tanks (Not In Use),4,,,
1441,Trash Cans,10,,,2 cracked interior trashcans
1441,Water Bibb cocks (washer/coolant),2,0,1,"Both for washer fluid, leak washer fluid in and out of use"
1441,"Washer Fluid pump/hoses (Operational, Leaks, Cracks)",0,,,
1441,Coolant pump/hoses (Operational),0,,,
1441,"Air Regulators (Operational, Leaks)",0,,,
1441,"Air hoses (Operational, Leaks, Cracks)",2,,,"Leaks air out of hose adapters Have replaced and adjusted, still leaking"
1441,"Water Separators (Operational, Leaks)",1,,,
1441,Lower Bay Mop Sink Lift Pump (Operational),0,,,
1443,Transmission Machine ,1,0,0,Brand New
1443,Tire Machines,0,,,
1443,Tire Balancer,0,,,
1443,Radiator Machine,1,0,0,Brand New
1443,Oil Evacuator,0,,,
1443,Differential EVAC machine,0,,,
1443,BFE EVAC Machine,1,0,0,Brand New
1443,A/C machine,0,,,
1443,Sump EVAC Machine ,0,,,
1443,"Oil sumps (leaking, roller condition)",3,1,0,Wheels need to be replaced
1443,"Compressors (Operational, Down Time)",1,0,0,Operational
1443,"Oil Pumps (Operational,  Down Time)",3,0,0,"Good Condition, No Issues"
1443,"Oil Pump Hoses (Leaking, Cracked, Worn)",3,0,0,"Good Condition, No Issues"
1443,"Oil Guns (Leaking, Screen operational)",3,0,0,"Good Condition, No Issues"
1443,"Oil Gun Hoses (Leaking, Cracked, Worn)",3,0,0,"Good Condition, No Issues"
1443,Grease Gun (Leaking),2,0,0,"Handheld guns, refilledable tubes"
1443,"Floor Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",2,0,1,"Bay 3 not secure, leans, no lock, can only service smaller vehicles. Need lift on bay 1"
1443,"Post Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",0,,,
1443,Oil Tanks (Leaking),4,0,0,"Good Condition, No Issues"
1443,"Oil Tank Hoses (Leaking, Cracked, Worn)",3,0,0,"Good Condition, No Issues"
1443,Oil Tanks (Not In Use),2,0,0,2 tanks need to be removed
1443,Trash Cans ,3,0,0,"Good Condition, No Issues"
1443,Water Bibb cocks (washer/coolant),3,0,0,
1443,"Washer Fluid pump/hoses (Operational, Leaks, Cracks)",1,0,0,Operational
1443,Coolant pump/hoses (Operational),1,0,0,Operational
1443,"Air Regulators (Operational, Leaks)",6,0,1,2 air regulators are leaking in lower bay
1443,"Air hoses (Operational, Leaks, Cracks)",4,0,1,2 air hoses have low pressure
1443,"Water Separators (Operational, Leaks)",0,,,
1443,Lower Bay Mop Sink Lift Pump (Operational),0,,,
1446,Transmission Machine,,,1,
1446,Tire Machines,,0,,
1446,Tire Balancer,,0,,
1446,Radiator Machine,,,1,
1446,Oil Evacuator,,0,,like another one
1446,Differential EVAC machine,,,1,don't have one.
1446,BFE EVAC Machine,,,,
1446,A/C machine,,1,1,don't have a working one
1446,Sump EVAC Machine,,0,,
1446,"Oil sumps (leaking, roller condition)",,,,
1446,"Compressors (Operational, Down Time)",,0,,
1446,"Oil Pumps (Operational,  Down Time)",,,,
1446,"Oil Pump Hoses (Leaking, Cracked, Worn)",,1,1,cracked
1446,"Oil Guns (Leaking, Screen operational)",,1,1,"leaks, out of calibration"
1446,"Oil Gun Hoses (Leaking, Cracked, Worn)",,1,1,cracked /warn
1446,Grease Gun (Leaking),,1,1,don't work
1446,"Floor Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",,0,0,
1446,"Post Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",,0,0,don't have
1446,Oil Tanks (Leaking),,0,0,
1446,"Oil Tank Hoses (Leaking, Cracked, Worn)",,0,0,
1446,Oil Tanks (Not In Use),,,,"8 tanks.but only 3 big tanks are in use .one big tank, an 3 oval tanks."
1446,Trash Cans,,0,0,
1446,Water Bibb cocks (washer/coolant),,1,1,leaks
1446,"Washer Fluid pump/hoses (Operational, Leaks, Cracks)",,1,0,leaks
1446,Coolant pump/hoses (Operational),,0,1,don't have one.
1446,"Air Regulators (Operational, Leaks)",,0,1,don't have
1446,"Air hoses (Operational, Leaks, Cracks)",,1,1,leaks
1446,"Water Separators (Operational, Leaks)",,1,1,don't have
1446,Lower Bay Mop Sink Lift Pump (Operational),,,,don't have
1447,Transmission Machine ,,,,NEED 
1447,Tire Machines,1,0,0,
1447,Tire Balancer,1,0,0,
1447,Radiator Machine, ,0,0, NEED
1447,Oil Evacuator,1,1,0,NEEDS SUCTION TUBES
1447,Differential EVAC machine,,,,NEED
1447,BFE EVAC Machine,,,,NEED
1447,A/C machine,,,,NONE
1447,Sump EVAC Machine ,1,0,0,
1447,"Oil sumps (leaking, roller condition)",3,1,0,COUPLERS LEAK ON ALL BAYS
1447,"Compressors (Operational, Down Time)",1,,,OPERATIONAL
1447,"Oil Pumps (Operational,  Down Time)",3,0,0,ALL WORK ONE LEAKING
1447,"Oil Pump Hoses (Leaking, Cracked, Worn)",6,0,0,
1447,"Oil Guns (Leaking, Screen operational)",6,1,1,3 DAMAGED NEED REPLACED
1447,"Oil Gun Hoses (Leaking, Cracked, Worn)",6,0,0,NO NOTICEABLE LEAKS
1447,Grease Gun (Leaking),1,0,0,BULK PUMP WORKS BUT OLD.  WILL REPLACE WITH HANDHELD
1447,"Floor Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",3,1,1,"BAY 1 LOWERS CROOKED, BAY 2 UNEVEN  VERY OLD LIFTS WITH NO ACCESSORIES."
1447,"Post Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",,,,NONE
1447,Oil Tanks (Leaking),4,0,0,
1447,"Oil Tank Hoses (Leaking, Cracked, Worn)",6,0,1,3 HOSES TO WASTE OIL LEAK
1447,Oil Tanks (Not In Use),,,,
1447,Trash Cans ,6,0,0,
1447,Water Bibb cocks (washer/coolant),2,0,0,
1447,"Washer Fluid pump/hoses (Operational, Leaks, Cracks)",1,1,1,WASHER HOSES LEAKING
1447,Coolant pump/hoses (Operational),1,0,1,
1447,"Air Regulators (Operational, Leaks)",7,0,1,NEED 4 OLD GAUGES DAMAGED 
1447,"Air hoses (Operational, Leaks, Cracks)",4,1,1,REPLACE 3 HOSES
1447,"Water Separators (Operational, Leaks)",,,,NEED ADDED NONE IN SYSTEM
1447,Lower Bay Mop Sink Lift Pump (Operational),,,,NO MOP SINK
1448,Transmission Machine,1,0,,
1448,Tire Machines,1,0,,
1448,Tire Balancer,1,0,,
1448,Radiator Machine,1,,1,very old
1448,Oil Evacuator,1,1,,needs all fittings
1448,Differential EVAC machine,0,,,
1448,BFE EVAC Machine,0,,,NEED
1448,A/C machine,0,,,
1448,Sump EVAC Machine,0,,,
1448,"Oil sumps (leaking, roller condition)",3,1,,needs new shutoff valves
1448,"Compressors (Operational, Down Time)",1,0,,
1448,"Oil Pumps (Operational,  Down Time)",4,1,,2 LEAK
1448,"Oil Pump Hoses (Leaking, Cracked, Worn)",4,1,,leaks
1448,"Oil Guns (Leaking, Screen operational)",8,0,1,no gauges work
1448,"Oil Gun Hoses (Leaking, Cracked, Worn)",8,0,1,a couple leak
1448,Grease Gun (Leaking),1,,,very old
1448,"Floor Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",2,1,,locks need fixed
1448,"Post Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",0,,,dont have post lifts
1448,Oil Tanks (Leaking),3,0,0,
1448,"Oil Tank Hoses (Leaking, Cracked, Worn)",3,0,0,
1448,Oil Tanks (Not In Use),0,,,
1448,Trash Cans,5,,1,old have holes in them
1448,Water Bibb cocks (washer/coolant),2,,1,
1448,"Washer Fluid pump/hoses (Operational, Leaks, Cracks)",1,,,new
1448,Coolant pump/hoses (Operational),1,,,
1448,"Air Regulators (Operational, Leaks)",1,,,
1448,"Air hoses (Operational, Leaks, Cracks)",3,1,1,Bay 3 leaks NEED 1
1448,"Water Separators (Operational, Leaks)",,,,
1448,Lower Bay Mop Sink Lift Pump (Operational),0,,,
1458,Transmission Machine ,1,,1,
1458,Tire Machines,1,,0,Operational
1458,Tire Balancer,1,,1,Operational
1458,Radiator Machine,1,,1,Bad Condition
1458,Oil Evacuator,1,,0,Operational
1458,Differential EVAC machine,1,,1,Need in store
1458,BFE EVAC Machine,1,,1,Need in store
1458,A/C machine,1,,1,Need in store
1458,Sump EVAC Machine ,1,,1,Need in store
1458,"Oil sumps (leaking, roller condition)",1,,1,Not Installed in shop
1458,"Compressors (Operational, Down Time)",1,,1,Worn
1458,"Oil Pumps (Operational,  Down Time)",1,1,,Leaking
1458,"Oil Pump Hoses (Leaking, Cracked, Worn)",3,1,,"Worn,Cracked"
1458,"Oil Guns (Leaking, Screen operational)",6,,1,"Worn,Screen issues, Leaking"
1458,"Oil Gun Hoses (Leaking, Cracked, Worn)",4,,1,Cracking
1458,Grease Gun (Leaking),1,,1,Nonoperational
1458,"Floor Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",3,,1,"Safety Arm Damage,Worn"
1458,"Post Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",2,1,,Needs maintains and button repair
1458,Oil Tanks (Leaking),4,,0,Operational
1458,"Oil Tank Hoses (Leaking, Cracked, Worn)",2,,0,Operational
1458,Oil Tanks (Not In Use),3,,,Nonoperational
1458,Trash Cans ,2,,0,Operational
1458,Water Bibb cocks (washer/coolant),2,,0,Operational
1458,"Washer Fluid pump/hoses (Operational, Leaks, Cracks)",1,1,,Cracks in hose
1458,Coolant pump/hoses (Operational),1,,0,Operational
1458,"Air Regulators (Operational, Leaks)",1,0,0,Operational
1458,"Air hoses (Operational, Leaks, Cracks)",4,,0,Operational
1458,"Water Separators (Operational, Leaks)",1,1,,Nonoperational
1458,Lower Bay Mop Sink Lift Pump (Operational),1,,1,Not Installed in shop
1459,Transmission Machine,0,,,
1459,Tire Machines,1,0,0,
1459,Tire Balancer,1,0,0,
1459,Radiator Machine,0,,,
1459,Oil Evacuator,1,0,0,
